C01F4.2a.1	4851135,4852232,4852479,4852678,4853310,4853828,4854046,4854505,4856014,4864766,4867008,4867276	4851603,4852319,4852528,4852722,4853619,4853888,4854383,4855846,4864608,4866923,4867142,4867587
C01F4.2b.1	4853310,4853828,4854046,4854505,4856014,4864766,4867008,4867276	4853619,4853888,4854383,4855846,4864608,4866923,4867142,4867587
C01G8.1a.1	5273252,5273503,5273749,5273915,5274127	5273304,5273554,5273794,5273966,5274172
C01G8.1b.1	5273252,5273503,5273746,5273915,5274127	5273304,5273554,5273794,5273966,5274172
C01G8.2.1	5274893,5275082,5275295,5277548,5277969,5278097,5278261,5278593	5274940,5275129,5277105,5277895,5278010,5278138,5278492,5278642
C01G8.3.1	5279190,5280119,5280306,5280470,5280873,5281225,5281362	5280010,5280163,5280350,5280722,5281110,5281271,5281405
C01G8.4.1	5282372,5282750,5282908,5283340,5283505,5283625,5283814	5282654,5282792,5283189,5283387,5283547,5283704,5283873
C01G8.4.2	5282372,5282750,5282908,5283340,5283505,5283625,5283814	5282654,5282792,5283189,5283387,5283547,5283704,5283873
C01G8.5a.1	5284691,5285386,5285569,5286450,5286712,5287634,5287842,5288319,5290194,5290519	5285218,5285462,5286101,5286531,5287450,5287681,5288163,5289992,5290434,5291493
C01G8.5b.1	5284691,5285386,5285569,5286450,5286712,5287634,5287842,5288319,5290194,5290519	5285218,5285462,5286101,5286531,5287450,5287681,5288163,5289992,5290434,5290617
C01G8.6.1	5299066,5299220,5299419,5299558,5300089,5300200	5299114,5299265,5299470,5299608,5300139,5300250
C01G8.9a.1	5301906,5302648,5302809,5303169,5304349,5305082,5306448,5309489,5309741	5302300,5302696,5302858,5303284,5304440,5305250,5309088,5309549,5310062
C01G8.9b.1	5301906,5302648,5302809,5303169,5304341	5302300,5302696,5302858,5303284,5304382
C01G8.9c.1	5301906,5302648,5302809,5303169,5304349,5305082,5306448,5309489,5309741,5310829,5313611	5302300,5302696,5302858,5303284,5304440,5305250,5309088,5309549,5310062,5313517,5313675
C01G8.9c.2	5301906,5302648,5302809,5303169,5304349,5305082,5306448,5309489,5309741,5310829,5313611	5302300,5302696,5302858,5303284,5304440,5305250,5309088,5309549,5310062,5313517,5313675
C01G8.9d.1	5301906,5302648,5302809,5303169,5304349,5305082,5306448,5309489,5309741,5310829	5302300,5302696,5302858,5303284,5304440,5305250,5309088,5309549,5310062,5311549
C01H6.1.1	7202841,7203095	7202886,7203391
C01H6.2.1	7204702,7204831,7205308,7205491,7205661,7205824,7206238,7206445,7206740,7207277,7207448	7204750,7204889,7205385,7205537,7205710,7206047,7206313,7206512,7206959,7207345,7207497
C01H6.3.1	7208528,7208921,7209508	7208839,7209389,7209560
C01H6.4.1	7210674,7210812,7211256,7211543,7211789,7212028	7210719,7211080,7211305,7211626,7211915,7212081
C01H6.5a.1	7217030,7219178,7219410,7219530,7219697,7219861,7220461,7220789	7218785,7219317,7219455,7219575,7219768,7219904,7220506,7220862
C01H6.5b.1	7219178,7219410,7219530,7219697,7219861,7220461,7220789	7219317,7219455,7219575,7219768,7219904,7220506,7220862
C01H6.5c.1	7214974,7219410,7219530,7219697,7219861,7220461,7220789	7219317,7219455,7219575,7219768,7219904,7220506,7220862
C01H6.5d.1	7214974,7219410,7219530,7219697,7219861,7220461,7220789	7219317,7219455,7219575,7219762,7219904,7220506,7220862
C01H6.5e.1	7219697,7219861,7220461,7220789	7219768,7219904,7220506,7220862
C01H6.5f.1	7219178,7219410,7219530,7219697,7219861,7220461,7220789	7219317,7219455,7219575,7219762,7219904,7220506,7220862
C01H6.6.1	7222405,7222740,7222896,7223193,7223358,7223491,7223717,7223878	7222452,7222782,7222941,7223238,7223401,7223533,7223760,7223922
C01H6.7a.1	7224892,7225734,7226173,7226788,7226953,7227141	7225198,7225970,7226229,7226838,7227032,7227206
C01H6.7a.2	7224892,7225734,7226173,7226788,7226953,7227141	7225198,7225970,7226229,7226838,7227032,7227206
C01H6.7a.3	7224892,7225734,7226173,7226788,7226953,7227141	7225198,7225970,7226229,7226838,7227032,7227206
C01H6.7b.1	7224892,7225734,7226173,7226788,7226953,7227141,7227359	7225198,7225970,7226229,7226838,7227032,7227206,7227410
C01H6.7b.2	7224892,7225734,7226173,7226788,7226953,7227141,7227359	7225198,7225970,7226229,7226838,7227032,7227206,7227410
C01H6.8a.1	7227949,7228067,7228549,7229044	7228000,7228350,7228828,7229179
C01H6.8b.1	7227949,7228067,7229044	7228000,7228828,7229179
C01H6.9.1	7229700,7229862,7230012,7231506,7231799,7232049,7232215,7232428,7232641,7232885	7229743,7229908,7230065,7231660,7231904,7232097,7232262,7232471,7232739,7232932
C03C11.1.1	10015143,10015328	10015195,10015372
C03C11.2.1	10016850,10016982,10017142,10017294,10017471,10017617,10017755	10016899,10017039,10017190,10017345,10017527,10017665,10017798
C03D6.1.1	9668816,9669175,9670449,9670609	9668863,9670247,9670496,9670653
C03D6.3a.1	9665392,9665623,9665875,9666299,9666473,9666648,9666843,9666953,9667235,9667371,9667578,9667769	9665439,9665673,9666072,9666344,9666519,9666697,9666886,9666997,9667284,9667423,9667649,9668318
C03D6.3a.2	9665392,9665623,9665875,9666299,9666473,9666648,9666843,9666953,9667235,9667371,9667578,9667769	9665439,9665673,9666072,9666344,9666519,9666697,9666886,9666997,9667284,9667423,9667649,9668318
C03D6.3b.1	9665392,9665623,9665875,9666299,9666473,9666648,9666843,9666953,9667235,9667371,9667578	9665439,9665673,9666072,9666344,9666519,9666697,9666886,9666997,9667284,9667423,9667649
C03D6.4.1	9660743,9661399,9662637,9663502,9663668,9664684	9660793,9661537,9662684,9663549,9663737,9664727
C03D6.5.1	9658386,9658722,9659520,9659720	9658428,9659348,9659568,9659816
C03D6.6.1	9657371,9657545,9657691	9657421,9657590,9657736
C03D6.8.1	9669502,9669784	9669556,9669829
C04F1.1.1	5726549,5727265,5727382,5728139,5728562,5728889,5729082	5727141,5727310,5727987,5728486,5728768,5728937,5729189
C04F12.10.1	9711516,9711629,9712396,9712584	9711560,9711674,9712441,9712629
C04F12.1.1	9673976,9674318,9675006,9675523,9675810,9676016,9676305,9676919,9677887	9674025,9674665,9675407,9675722,9675860,9676061,9676349,9677055,9678413
C04F12.16.1	9705015	9705118
C04F12.3.1	9685626,9686296,9686428,9686819,9686952,9687395,9687721,9688114	9686171,9686344,9686570,9686868,9687260,9687450,9687767,9688158
C04F12.4.1	9689307,9689848	9689652,9689938
C04F12.4.2	9689307,9689848	9689652,9689938
C04F12.5.1	9690391	9690437
C04F12.5.2	9690391	9690437
C04F12.7.1	9695945,9696263	9695993,9696571
C04F12.8.1	9697802,9698511,9699222	9698151,9699126,9699398
C04F12.9.1	9710211,9710469,9710608	9710279,9710515,9710655
C04F12.9.2	9710211,9710469,9710608	9710279,9710515,9710655
C04F1.3.1	5716812,5718573,5718684,5719998,5721021,5721375,5722005,5724963	5718524,5718618,5719911,5720872,5721168,5721685,5724797,5725170
C06A5.1.1	6012254,6012571,6012994,6013886,6014549,6015418,6015990,6016659,6017319,6017853,6018380,6018775,6019802,6019907,6020212,6020939,6021116,6021542	6012307,6012628,6013218,6014146,6014917,6015703,6016328,6017036,6017627,6018067,6018588,6019201,6019852,6020078,6020496,6021051,6021313,6021863
C06A5.11a.1	5990811,5991365,5991594,5992236	5991157,5991420,5991937,5992493
C06A5.12.1	6004924,6007445	6007368,6007497
C06A5.12.2	6004924,6007445	6007368,6007497
C06A5.2.1	6006663,6006902,6007083	6006819,6006953,6007157
C06A5.3a.1	5986596,5987084,5988207,5988762,5988933,5989156,5989483,5990122	5986721,5987350,5988624,5988830,5989009,5989203,5989931,5990167
C06A5.3b.1	5986596,5987084,5988207,5988762,5988933,5989156,5989483,5990122	5986721,5987350,5988624,5988821,5989009,5989203,5989931,5990167
C06A5.3b.2	5986596,5987084,5988207,5988762,5988933,5989156,5989483,5990122	5986721,5987350,5988624,5988821,5989009,5989203,5989931,5990167
C06A5.6.1	5983436,5983627,5983912,5984080,5984755,5985470,5985656	5983489,5983769,5983960,5984125,5984804,5985515,5985705
C06A5.6.2	5983436,5983627,5983912,5984080,5984755,5985470,5985656	5983489,5983769,5983960,5984125,5984804,5985515,5985705
C06A5.7a.1	5993339,5994195,5995062,5995323,5995444,5995814,5996217,5998665,5998804	5994046,5994917,5995226,5995376,5995650,5995894,5998577,5998709,6000754
C06A5.7a.2	5993339,5994195,5995062,5995323,5995444,5995814,5996217,5998665,5998804	5994046,5994917,5995226,5995376,5995650,5995894,5998577,5998709,6000754
C06A5.7b.1	5993339,5994195,5995062,5995323,5995444,5995814,5996217,5998656,5998804	5994046,5994917,5995226,5995376,5995650,5995894,5998577,5998709,5999094
C06A5.8a.1	6008331,6008741,6008990,6009291,6009421	6008495,6008791,6009115,6009340,6009469
C06A5.8a.2	6008331,6008741,6008990,6009291,6009421	6008495,6008791,6009115,6009340,6009469
C06A5.8b.1	6008331,6008741,6008990	6008495,6008791,6009115
C06A5.8b.2	6008331,6008741,6008990	6008495,6008791,6009115
C06A5.9.1	6010040,6010211,6010344,6010476,6010640,6010827,6011069,6011290,6011412	6010108,6010256,6010391,6010522,6010683,6010876,6011114,6011337,6011463
C07F11.1.1	444110,444377,445085,446783,447052,450307,450760,451462,455492,455722,456995,458622,460063	444253,444993,446707,446913,450196,450481,451294,455355,455545,456855,457235,459568,460949
C07F11.2.1	421033,421222,422183,422494,422689,422894	421098,421564,422292,422538,422738,423500
C09D1.1a.1	4035943,4036903,4037084,4038661,4038873,4044982,4045104,4045717,4046103,4047388,4048076,4048351,4049650,4050041,4050309,4052143,4052940,4053584,4054542,4057245,4058893,4060211,4062127,4062461,4064835,4070985,4071279,4071663,4073642,4075528,4076711,4077290,4077564	4036628,4036946,4038489,4038709,4044799,4045024,4045495,4046019,4047249,4047964,4048123,4048905,4049971,4050092,4051954,4052455,4053397,4054475,4055390,4058535,4058978,4060265,4062303,4062674,4064919,4071034,4071332,4073537,4075252,4075625,4077176,4077394,4078023
C09D1.1b.1	4035943,4036903,4037084,4038661,4038873,4044982,4045104,4045717,4046103,4047388,4048076,4048351,4049650,4050041,4050309,4052143,4052940,4053584,4054542,4057245,4058893,4060211,4062127,4062461,4064835,4070985,4071279,4071663,4073642,4075528,4076711,4077290,4077564,4078124,4079717,4082293,4082667,4083301,4083946,4084469,4085226,4087184,4087779,4088939,4089624,4089901,4090187	4036628,4036946,4038489,4038709,4044799,4045024,4045495,4046019,4047249,4047964,4048123,4048905,4049971,4050092,4051954,4052455,4053397,4054475,4055390,4058535,4058978,4060265,4062303,4062674,4064919,4071034,4071332,4073537,4075252,4075625,4077176,4077394,4078023,4079524,4081935,4082401,4083013,4083823,4084064,4085024,4086655,4087456,4088153,4089294,4089681,4089946,4090327
C09D1.1c.1	4081625,4082293,4082667,4083301,4083946,4084469,4085226,4087184,4087779,4088939,4089624,4089901,4090187	4081935,4082401,4083013,4083823,4084064,4085024,4086655,4087456,4088153,4089294,4089681,4089946,4090327
C09D1.1d.1	4080706,4082293,4082667,4083301,4083946,4084469,4085226,4087184,4087779,4088939,4089624,4089901,4090187	4081935,4082401,4083013,4083823,4084064,4085024,4086655,4087456,4088153,4089294,4089681,4089946,4090327
C09D1.1e.1	4035943,4036903,4037084,4038661,4038873,4044982,4045104,4045717,4046103,4047388,4048076,4048351,4049650,4050041,4050309,4052143,4052940,4053584,4058893,4060211,4062127,4062461,4064835,4070985,4071279,4071663,4073642,4075528,4076711,4077290,4077564	4036628,4036946,4038489,4038709,4044799,4045024,4045495,4046019,4047249,4047964,4048123,4048905,4049971,4050092,4051954,4052455,4053397,4058535,4058978,4060265,4062303,4062674,4064919,4071034,4071332,4073537,4075252,4075625,4077176,4077394,4078023
C09D1.1f.1	4035943,4036903,4037084,4038661,4038873,4044982,4045104,4045717,4046103,4047388,4048076,4048351,4049650,4050041,4050309,4052143,4052940,4053584,4058893,4060211,4062127,4062461,4064835,4070985,4071279,4071663,4073642,4075528,4076711,4077290,4077564,4078124,4079717,4082293,4082667,4083301,4083946,4084469,4085226,4087184,4087779,4088939,4089624,4089901,4090187	4036628,4036946,4038489,4038709,4044799,4045024,4045495,4046019,4047249,4047964,4048123,4048905,4049971,4050092,4051954,4052455,4053397,4058535,4058978,4060265,4062303,4062674,4064919,4071034,4071332,4073537,4075252,4075625,4077176,4077394,4078023,4079524,4081935,4082401,4083013,4083823,4084064,4085024,4086655,4087456,4088153,4089294,4089681,4089946,4090327
